"id_student","code_module","code_presentation","Assessment_score","gender","region","highest_education","imd_band","age_band","num_of_prev_attempts","studied_credits","disability","final_result","Total_clicks","date_registration"
539737,"BBB","2013B",705,"F","Ireland","A Level or Equivalent","20-30%","0-35",0,60,"N","Pass",165,-27
539759,"FFF","2013B",983,"M","South Region","Lower Than A Level","30-40%","35-55",0,60,"N","Pass",4214,-73
539784,"CCC","2014B",832,"M","London Region","A Level or Equivalent","90-100%","0-35",0,60,"N","Pass",4174,-103
539886,"FFF","2013B",205,"M","North Western Region","Lower Than A Level","20-30%","0-35",0,120,"Y","Fail",723,-95
539922,"FFF","2014B",1101,"F","Scotland","HE Qualification","70-80%","35-55",2,120,"N","Pass",5885,-45
539945,"FFF","2014J",1346,"F","South Region","A Level or Equivalent","90-100%","0-35",1,60,"N","Pass",4646,-84
539953,"FFF","2013B",96,"M","London Region","A Level or Equivalent","70-80%","0-35",0,60,"N","Fail",436,-25
539962,"BBB","2013B",509,"F","East Anglian Region","Lower Than A Level","70-80%","0-35",0,60,"N","Fail",738,-90
539990,"EEE","2013J",212,"M","Wales","Lower Than A Level","20-30%","0-35",0,30,"N","Pass",470,-36
540005,"BBB","2013J",804,"F","West Midlands Region","A Level or Equivalent","0-10%","0-35",1,60,"N","Pass",5,-31
540054,"FFF","2013B",980,"M","South East Region","A Level or Equivalent","30-40%","0-35",0,60,"N","Pass",4527,-60
540055,"BBB","2013B",858,"F","Yorkshire Region","Lower Than A Level","80-90%","35-55",0,60,"N","Pass",896,-118
540147,"FFF","2013B",834,"M","South East Region","A Level or Equivalent","90-100%","0-35",0,60,"N","Fail",2313,-88
540184,"BBB","2013B",850,"F","South Region","Lower Than A Level","40-50%","0-35",0,60,"N","Pass",13874,-90
540207,"DDD","2013B",890,"F","South Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Pass",795,-18
540209,"FFF","2013B",755,"M","Scotland","Lower Than A Level","60-70%","0-35",0,60,"Y","Pass",3770,-89
540219,"EEE","2014J",359,"M","Wales","A Level or Equivalent","30-40%","0-35",0,60,"N","Pass",2561,-23
540293,"BBB","2013J",875,"F","Wales","Lower Than A Level","10-20","35-55",0,60,"N","Pass",457,-60
540298,"DDD","2013B",713,"M","East Anglian Region","A Level or Equivalent","30-40%","0-35",0,60,"Y","Fail",1383,-48
540310,"DDD","2013B",908,"M","South West Region","A Level or Equivalent","30-40%","0-35",0,120,"N","Pass",2406,-36
540521,"BBB","2013J",525,"F","East Anglian Region","A Level or Equivalent","30-40%","0-35",0,75,"N","Pass",303,-29
540530,"BBB","2013B",870,"F","North Western Region","Lower Than A Level","0-10%","35-55",0,120,"N","Fail",219,-46
540547,"DDD","2013B",102,"M","South West Region","Lower Than A Level","90-100%","0-35",0,60,"N","Fail",226,-66
540558,"BBB","2014B",1030,"F","East Midlands Region","Lower Than A Level","20-30%","35-55",0,120,"N","Pass",2436,-32
540577,"FFF","2013B",931,"M","South West Region","A Level or Equivalent","80-90%","0-35",0,120,"N","Pass",2661,-76
540592,"DDD","2013B",858,"F","Wales","A Level or Equivalent","50-60%","0-35",0,60,"N","Fail",3180,-53
540602,"BBB","2013J",1023,"F","South Region","Lower Than A Level","80-90%","0-35",0,60,"N","Pass",406,-115
540605,"DDD","2013B",765,"M","North Western Region","Lower Than A Level","20-30%","0-35",0,60,"N","Pass",2350,-34
540607,"BBB","2013B",862,"F","East Anglian Region","Lower Than A Level","80-90%","35-55",0,60,"N","Pass",531,-59
540614,"BBB","2013B",841,"F","East Anglian Region","A Level or Equivalent","30-40%","0-35",0,120,"N","Pass",1009,-90
540656,"BBB","2013B",885,"F","South Region","A Level or Equivalent","30-40%","0-35",0,120,"N","Pass",387,-86
540682,"BBB","2013J",900,"F","South East Region","Lower Than A Level","50-60%","0-35",0,60,"N","Pass",1997,-66
540686,"CCC","2014B",1930,"M","North Western Region","Lower Than A Level","10-20","0-35",0,60,"N","Pass",8751,-247
540686,"DDD","2013B",1930,"M","North Western Region","Lower Than A Level","10-20","0-35",0,60,"N","Pass",8751,-89
540713,"FFF","2013B",837,"M","London Region","A Level or Equivalent","30-40%","0-35",0,120,"N","Pass",1196,-92
540723,"FFF","2014J",740,"M","West Midlands Region","Lower Than A Level","70-80%","35-55",1,60,"N","Pass",7400,-45
540727,"FFF","2013B",1011,"M","London Region","HE Qualification","20-30%","0-35",0,60,"N","Pass",4811,-102
540750,"BBB","2013B",889,"F","Wales","Lower Than A Level","0-10%","0-35",0,60,"N","Pass",967,-46
540758,"DDD","2013B",1061,"F","South Region","Lower Than A Level","80-90%","0-35",0,90,"N","Fail",4073,-74
540758,"DDD","2014B",1061,"F","South Region","Lower Than A Level","80-90%","0-35",2,90,"N","Pass",4073,-25
540800,"FFF","2013B",929,"M","Yorkshire Region","A Level or Equivalent","0-10%","0-35",0,90,"Y","Pass",5269,-94
540848,"DDD","2013B",704,"F","West Midlands Region","A Level or Equivalent","0-10%","0-35",0,60,"N","Pass",3944,-25
540947,"DDD","2013J",403,"M","Yorkshire Region","Lower Than A Level","40-50%","0-35",0,150,"N","Pass",1777,-156
541000,"DDD","2014B",458,"F","North Western Region","A Level or Equivalent","0-10%","0-35",0,60,"N","Pass",858,-54
541003,"CCC","2014B",346,"M","South Region","A Level or Equivalent","90-100%","0-35",0,60,"N","Fail",1884,-25
541003,"EEE","2014B",346,"M","South Region","A Level or Equivalent","90-100%","0-35",0,60,"N","Pass",1884,-25
541013,"BBB","2013B",874,"F","Scotland","HE Qualification","40-50%","35-55",0,60,"Y","Pass",2463,-15
541040,"EEE","2013J",323,"M","East Midlands Region","Lower Than A Level","0-10%","0-35",0,30,"N","Fail",2492,-116
541048,"BBB","2013B",332,"F","West Midlands Region","Lower Than A Level","10-20","0-35",0,60,"N","Fail",154,-92
541101,"FFF","2013B",824,"M","North Region","A Level or Equivalent","20-30%","0-35",0,60,"N","Fail",1275,-24
541108,"DDD","2013J",352,"F","East Anglian Region","Lower Than A Level","70-80%","35-55",0,60,"Y","Pass",1092,-198
541113,"BBB","2013B",743,"F","South West Region","Lower Than A Level","10-20","0-35",0,60,"N","Pass",320,-30
541171,"BBB","2014J",564,"F","Wales","A Level or Equivalent","60-70%","0-35",2,60,"N","Fail",857,-122
541174,"EEE","2013J",296,"M","South Region","A Level or Equivalent","40-50%","0-35",0,120,"N","Pass",828,-60
541228,"DDD","2013B",789,"M","North Region","A Level or Equivalent","0-10%","0-35",0,120,"N","Fail",807,-82
541232,"BBB","2013B",938,"F","East Midlands Region","Lower Than A Level","80-90%","35-55",0,60,"N","Pass",1713,-93
541252,"GGG","2013J",640,"F","South West Region","Lower Than A Level","60-70%","0-35",0,150,"N","Pass",187,-22
541315,"BBB","2014J",207,"F","East Midlands Region","Lower Than A Level","10-20","0-35",0,120,"N","Fail",654,-53
541363,"BBB","2013B",697,"F","Scotland","A Level or Equivalent","50-60%","35-55",0,60,"N","Pass",653,-55
541476,"BBB","2014J",293,"F","Wales","A Level or Equivalent","10-20","35-55",0,60,"N","Pass",3176,-78
541482,"CCC","2014J",1038,"M","East Anglian Region","Lower Than A Level","0-10%","0-35",0,60,"N","Fail",2806,-81
541482,"DDD","2013J",1038,"M","East Anglian Region","Lower Than A Level","0-10%","0-35",1,60,"N","Pass",2806,-67
541521,"FFF","2013B",980,"M","Ireland","HE Qualification","0-10%","35-55",0,60,"N","Pass",4247,-92
541523,"BBB","2013B",716,"F","South East Region","Lower Than A Level","50-60%","0-35",0,60,"N","Pass",888,-113
541531,"CCC","2014J",737,"M","South East Region","A Level or Equivalent","30-40%","35-55",0,60,"N","Pass",1495,-59
541579,"FFF","2013B",1033,"M","Yorkshire Region","A Level or Equivalent","0-10%","0-35",0,90,"N","Pass",3220,-42
541586,"BBB","2013J",939,"F","East Midlands Region","A Level or Equivalent","60-70%","35-55",0,60,"N","Pass",2555,-96
541706,"BBB","2013B",619,"F","Wales","A Level or Equivalent","70-80%","0-35",0,120,"N","Fail",394,-43
541763,"BBB","2013B",434,"F","Ireland","A Level or Equivalent","0-10%","0-35",0,60,"N","Fail",123,-43
541764,"BBB","2013B",912,"F","North Region","A Level or Equivalent","30-40%","0-35",0,60,"N","Pass",333,-55
541765,"DDD","2014B",608,"M","South East Region","A Level or Equivalent","80-90%","0-35",0,120,"N","Pass",774,-1
541768,"FFF","2013J",892,"M","East Midlands Region","A Level or Equivalent","10-20","0-35",0,90,"N","Pass",3035,-53
541769,"BBB","2014B",673,"F","East Anglian Region","Lower Than A Level","30-40%","35-55",0,60,"N","Pass",1109,-78
541774,"GGG","2014J",124,"F","Wales","Lower Than A Level","10-20","0-35",0,30,"N","Fail",60,-49
541781,"FFF","2013B",1031,"M","West Midlands Region","A Level or Equivalent","30-40%","0-35",0,150,"N","Pass",1550,-24
541783,"FFF","2013J",641,"M","North Western Region","A Level or Equivalent","0-10%","0-35",0,60,"N","Pass",2058,-194
541803,"BBB","2013B",821,"M","Wales","HE Qualification","20-30%","0-35",0,60,"N","Fail",164,-87
541808,"BBB","2013B",908,"F","East Anglian Region","A Level or Equivalent","50-60%","35-55",0,60,"N","Pass",172,-22
541822,"BBB","2013B",791,"F","Yorkshire Region","A Level or Equivalent","0-10%","0-35",0,120,"N","Pass",227,-43
541890,"GGG","2014B",667,"F","East Midlands Region","A Level or Equivalent","90-100%","35-55",0,30,"N","Pass",343,-28
541999,"FFF","2013B",80,"M","North Western Region","A Level or Equivalent","30-40%","0-35",0,120,"N","Fail",208,-80
542012,"BBB","2013B",73,"F","East Midlands Region","Lower Than A Level","50-60%","0-35",0,60,"N","Fail",96,-86
542026,"FFF","2013B",763,"M","Yorkshire Region","A Level or Equivalent","60-70%","0-35",0,60,"N","Fail",3619,-59
542036,"DDD","2013B",1065,"M","East Anglian Region","A Level or Equivalent","90-100%","35-55",0,60,"N","Pass",1042,-73
542049,"DDD","2013B",956,"M","London Region","HE Qualification","20-30%","0-35",0,120,"N","Pass",1775,-89
542050,"EEE","2014B",554,"M","West Midlands Region","HE Qualification","60-70%","0-35",0,60,"N","Pass",3286,-22
542054,"DDD","2013B",995,"M","North Western Region","A Level or Equivalent","0-10%","0-35",0,90,"N","Pass",3269,-64
542100,"FFF","2013B",974,"M","North Western Region","Lower Than A Level","20-30%","0-35",0,60,"N","Pass",3390,-55
542164,"BBB","2014J",362,"F","Scotland","HE Qualification","0-10%","0-35",0,60,"N","Pass",1246,-81
542180,"DDD","2013J",374,"F","South West Region","Lower Than A Level","40-50%","0-35",0,240,"Y","Pass",1220,-34
542202,"FFF","2014J",902,"M","West Midlands Region","A Level or Equivalent","0-10%","0-35",0,60,"N","Pass",4278,-14
542279,"EEE","2014J",341,"F","London Region","HE Qualification","20-30%","0-35",0,60,"N","Pass",2115,-24
542293,"DDD","2013B",949,"M","North Western Region","Lower Than A Level","60-70%","35-55",0,60,"N","Pass",3059,-42
542386,"FFF","2013B",951,"M","Ireland","A Level or Equivalent","90-100%","0-35",0,120,"N","Pass",2609,-102
542466,"BBB","2014B",751,"F","Scotland","A Level or Equivalent","20-30%","0-35",2,120,"N","Pass",556,-32
542524,"EEE","2014B",337,"M","East Midlands Region","Lower Than A Level","0-10%","35-55",0,30,"N","Pass",1217,-43
542536,"FFF","2013B",893,"M","Yorkshire Region","Lower Than A Level","30-40%","0-35",0,90,"N","Pass",2882,-46
542557,"CCC","2014J",1994,"M","Scotland","HE Qualification","90-100%","35-55",0,60,"N","Pass",8637,-106
542613,"BBB","2013B",795,"F","South West Region","Lower Than A Level","30-40%","35-55",0,60,"N","Pass",1350,-30
542646,"FFF","2013B",1002,"F","South West Region","A Level or Equivalent","70-80%","0-35",0,60,"N","Pass",4050,-90
542653,"FFF","2013B",921,"M","South East Region","A Level or Equivalent","70-80%","35-55",0,60,"N","Pass",6295,-23
542687,"BBB","2013B",75,"F","North Western Region","Lower Than A Level","0-10%","0-35",0,60,"N","Fail",287,-92
542692,"BBB","2013B",25,"F","West Midlands Region","Lower Than A Level","0-10%","0-35",0,60,"N","Fail",24,-82
542707,"BBB","2013J",898,"F","North Western Region","A Level or Equivalent","30-40%","0-35",0,60,"N","Fail",666,-60
542745,"BBB","2013B",674,"F","East Anglian Region","HE Qualification","30-40%","35-55",0,60,"N","Fail",423,-65
542748,"BBB","2013B",994,"F","South East Region","Lower Than A Level","50-60%","0-35",0,60,"N","Pass",351,-86
542987,"FFF","2013B",995,"M","South Region","Lower Than A Level","80-90%","0-35",0,120,"N","Fail",3310,-90
542991,"BBB","2013B",534,"F","Wales","A Level or Equivalent","20-30%","0-35",0,60,"N","Fail",226,-25
543010,"FFF","2014J",1345,"M","East Anglian Region","HE Qualification","30-40%","35-55",2,120,"N","Fail",14696,-79
543060,"DDD","2013B",810,"F","West Midlands Region","A Level or Equivalent","60-70%","0-35",0,90,"N","Pass",4418,-82
543113,"FFF","2013B",832,"M","West Midlands Region","A Level or Equivalent","50-60%","35-55",0,120,"N","Fail",4810,-77
543124,"BBB","2013B",950,"F","Wales","A Level or Equivalent","40-50%","0-35",0,60,"Y","Pass",1203,-28
543165,"BBB","2013B",959,"M","London Region","A Level or Equivalent","60-70%","0-35",0,120,"Y","Pass",1381,-79
543170,"CCC","2014B",348,"M","North Western Region","Lower Than A Level","0-10%","0-35",0,90,"Y","Pass",534,-157
543202,"DDD","2013B",1191,"F","Yorkshire Region","HE Qualification","0-10%","35-55",0,60,"N","Pass",2607,-85
543295,"FFF","2013B",92,"M","Wales","HE Qualification","30-40%","0-35",0,60,"N","Fail",265,-23
543340,"DDD","2013B",1233,"M","North Western Region","A Level or Equivalent","30-40%","0-35",0,60,"N","Pass",3610,-86
543356,"BBB","2013B",859,"F","Ireland","Lower Than A Level","10-20","35-55",0,120,"N","Pass",2729,-77
543415,"FFF","2013B",969,"M","South Region","Lower Than A Level","80-90%","0-35",0,90,"Y","Pass",3114,-72
543417,"EEE","2013J",338,"M","East Midlands Region","A Level or Equivalent","0-10%","0-35",0,60,"N","Pass",1119,-86
543436,"FFF","2013B",784,"M","North Western Region","A Level or Equivalent","30-40%","0-35",0,120,"N","Fail",1382,-87
543439,"BBB","2014J",291,"F","South Region","A Level or Equivalent","80-90%","0-35",0,60,"N","Pass",1130,-108
543447,"FFF","2013B",1032,"M","East Midlands Region","Lower Than A Level","10-20","0-35",0,60,"N","Pass",3326,-94
543459,"DDD","2013B",1030,"M","South East Region","Lower Than A Level","50-60%","0-35",0,60,"N","Pass",1008,-82
543473,"BBB","2013B",949,"F","South East Region","Lower Than A Level","80-90%","35-55",0,90,"N","Pass",1250,-49
543475,"CCC","2014B",715,"M","South West Region","A Level or Equivalent","60-70%","0-35",0,60,"N","Fail",2748,-29
543475,"EEE","2014B",715,"M","South West Region","A Level or Equivalent","60-70%","0-35",0,60,"N","Pass",2748,-29
543481,"DDD","2013J",321,"M","East Anglian Region","Lower Than A Level","40-50%","0-35",0,90,"N","Fail",1948,-151
543536,"FFF","2013B",209,"M","Ireland","Lower Than A Level","50-60%","0-35",0,150,"N","Fail",1011,-64
543607,"FFF","2013J",903,"M","East Midlands Region","HE Qualification","90-100%","0-35",0,60,"N","Pass",3415,-80
543630,"BBB","2013B",483,"F","North Region","A Level or Equivalent","20-30%","0-35",0,60,"N","Fail",243,-23
543648,"DDD","2013J",335,"F","South Region","A Level or Equivalent","60-70%","0-35",0,120,"Y","Fail",1647,-205
543678,"CCC","2014B",454,"M","London Region","A Level or Equivalent","0-10%","0-35",0,90,"N","Pass",789,-36
543686,"FFF","2014B",861,"M","East Midlands Region","A Level or Equivalent","0-10%","0-35",0,60,"Y","Pass",7260,-135
543723,"DDD","2013J",539,"M","South Region","HE Qualification","70-80%","35-55",0,60,"N","Pass",643,-38
543749,"DDD","2013B",197,"M","West Midlands Region","Lower Than A Level","10-20","0-35",0,60,"Y","Fail",426,-34
543756,"DDD","2013B",1061,"M","Yorkshire Region","A Level or Equivalent","20-30%","0-35",0,60,"Y","Pass",2817,-89
543788,"CCC","2014J",1378,"F","South Region","A Level or Equivalent","90-100%","35-55",0,60,"N","Pass",4884,-134
543788,"DDD","2013J",1378,"F","South Region","A Level or Equivalent","90-100%","35-55",0,60,"N","Pass",4884,-45
543825,"DDD","2013J",366,"M","North Region","Lower Than A Level","50-60%","0-35",0,120,"N","Pass",329,-86
543853,"BBB","2013B",972,"F","West Midlands Region","Lower Than A Level","0-10%","0-35",0,120,"N","Pass",1805,-55
543910,"GGG","2014B",776,"F","South Region","Lower Than A Level","90-100%","0-35",0,30,"N","Pass",572,-10
543924,"CCC","2014B",146,"M","South Region","A Level or Equivalent","10-20","0-35",0,60,"N","Fail",239,-28
543948,"CCC","2014B",833,"M","South West Region","Lower Than A Level","30-40%","0-35",0,60,"N","Pass",6051,-100
543948,"EEE","2014B",833,"M","South West Region","Lower Than A Level","30-40%","0-35",0,60,"N","Pass",6051,-144
543953,"FFF","2013J",949,"F","South East Region","Lower Than A Level","50-60%","0-35",0,60,"N","Pass",11174,-149
543970,"BBB","2013B",429,"F","Scotland","Lower Than A Level","0-10%","0-35",0,60,"N","Fail",3562,-74
544017,"BBB","2013B",441,"F","Ireland","A Level or Equivalent","60-70%","0-35",0,60,"N","Fail",103,-28
544052,"CCC","2014J",816,"M","Scotland","A Level or Equivalent","40-50%","0-35",0,60,"N","Pass",4341,-10
544052,"EEE","2014B",816,"M","Scotland","A Level or Equivalent","40-50%","0-35",0,30,"N","Pass",4341,-25
544053,"DDD","2013B",1023,"M","South Region","A Level or Equivalent","80-90%","0-35",0,60,"N","Pass",1072,-55
544055,"FFF","2013B",967,"M","South East Region","HE Qualification","20-30%","0-35",0,210,"N","Pass",6188,-68
544063,"DDD","2013B",191,"F","East Anglian Region","A Level or Equivalent","80-90%","0-35",0,60,"N","Fail",171,-76
544090,"CCC","2014B",1739,"M","South East Region","A Level or Equivalent","30-40%","0-35",0,120,"N","Fail",4612,-138
544090,"FFF","2013J",1739,"M","South East Region","A Level or Equivalent","30-40%","0-35",0,120,"N","Pass",4612,-19
544091,"DDD","2013B",1119,"M","Scotland","HE Qualification","90-100%","0-35",0,120,"N","Pass",3054,-46
544092,"FFF","2013J",989,"M","North Region","A Level or Equivalent","20-30%","0-35",0,90,"N","Pass",3002,-130
544098,"FFF","2013B",725,"M","Scotland","Lower Than A Level","50-60%","0-35",0,60,"N","Pass",1254,-50
544103,"AAA","2013J",405,"M","North Western Region","HE Qualification","40-50%","0-35",0,120,"N","Pass",2328,-127
544108,"FFF","2014B",753,"M","North Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Pass",855,-28
544122,"BBB","2013J",959,"F","Wales","A Level or Equivalent","90-100%","0-35",0,60,"N","Pass",567,-19
544141,"FFF","2014J",221,"M","Ireland","A Level or Equivalent","50-60%","0-35",0,60,"N","Fail",1151,-17
544155,"FFF","2013J",68,"M","North Western Region","Lower Than A Level","10-20","0-35",0,120,"N","Fail",255,-60
544173,"FFF","2013B",1044,"F","East Anglian Region","Lower Than A Level","40-50%","0-35",0,130,"Y","Pass",7719,-73
544186,"BBB","2013B",1010,"M","South Region","Lower Than A Level","80-90%","0-35",0,60,"N","Pass",769,-82
544195,"FFF","2013B",173,"M","South West Region","Lower Than A Level","70-80%","0-35",0,60,"N","Fail",574,-58
544207,"FFF","2013J",1040,"M","East Midlands Region","Lower Than A Level","60-70%","35-55",0,60,"N","Pass",5318,-149
544212,"FFF","2013B",1037,"F","North Region","A Level or Equivalent","60-70%","0-35",0,60,"N","Pass",4687,-72
544226,"DDD","2013B",529,"M","Scotland","A Level or Equivalent","30-40%","35-55",0,60,"N","Fail",711,-92
544249,"FFF","2013B",1043,"M","North Western Region","A Level or Equivalent","20-30%","0-35",0,60,"N","Pass",1362,-29
544253,"AAA","2014J",366,"M","London Region","A Level or Equivalent","60-70%","35-55",0,120,"N","Pass",2270,-24
544267,"CCC","2014J",798,"M","South West Region","A Level or Equivalent","80-90%","35-55",0,30,"N","Pass",4639,-10
544284,"DDD","2013B",868,"M","South Region","Lower Than A Level","10-20","0-35",0,60,"N","Fail",1143,-77
544295,"FFF","2013B",952,"M","South Region","A Level or Equivalent","90-100%","35-55",0,60,"Y","Pass",2957,-68
544351,"BBB","2013B",431,"F","North Region","Lower Than A Level","","0-35",0,120,"N","Fail",919,-65
544383,"EEE","2013J",363,"M","South East Region","Lower Than A Level","80-90%","35-55",0,60,"N","Pass",1598,-60
544455,"BBB","2013B",669,"F","North Western Region","Lower Than A Level","0-10%","0-35",0,60,"N","Pass",3526,-68
544479,"FFF","2013B",912,"F","Scotland","HE Qualification","90-100%","35-55",0,60,"N","Pass",6851,-71
544490,"CCC","2014B",606,"M","South Region","A Level or Equivalent","90-100%","0-35",0,90,"N","Pass",963,-45
544500,"BBB","2013B",475,"F","Wales","HE Qualification","0-10%","35-55",0,60,"N","Fail",408,-15
544519,"BBB","2013B",596,"F","North Region","Lower Than A Level","0-10%","0-35",0,60,"N","Fail",239,-78
544532,"BBB","2013B",890,"F","West Midlands Region","Lower Than A Level","40-50%","0-35",0,60,"N","Pass",417,-86
544543,"FFF","2013B",675,"M","North Region","A Level or Equivalent","10-20","35-55",0,60,"N","Fail",3768,-59
544576,"DDD","2013J",467,"M","Ireland","A Level or Equivalent","80-90%","0-35",0,60,"Y","Pass",987,-38
544587,"DDD","2014B",327,"F","South East Region","Lower Than A Level","90-100%","35-55",1,120,"Y","Fail",1440,-114
544593,"FFF","2014B",934,"M","Ireland","A Level or Equivalent","10-20","35-55",0,120,"N","Fail",2120,-46
544594,"CCC","2014B",1379,"M","London Region","A Level or Equivalent","90-100%","0-35",0,90,"N","Pass",7678,-96
544603,"DDD","2013B",629,"M","North Region","A Level or Equivalent","0-10%","0-35",0,60,"N","Pass",1434,-74
544615,"GGG","2013J",700,"F","South East Region","A Level or Equivalent","50-60%","0-35",0,30,"N","Pass",305,-37
544632,"BBB","2013B",723,"F","East Anglian Region","A Level or Equivalent","50-60%","0-35",0,120,"Y","Pass",786,-50
544639,"BBB","2013B",292,"F","London Region","Lower Than A Level","10-20","0-35",0,60,"N","Fail",82,-24
544642,"BBB","2013B",881,"F","East Anglian Region","A Level or Equivalent","50-60%","0-35",0,60,"N","Pass",1254,-89
544741,"BBB","2013B",826,"F","West Midlands Region","A Level or Equivalent","0-10%","0-35",0,60,"N","Pass",231,-59
544745,"FFF","2014J",861,"M","South Region","A Level or Equivalent","30-40%","0-35",1,90,"N","Fail",3423,-100
544839,"DDD","2013B",2167,"M","Wales","A Level or Equivalent","40-50%","35-55",0,60,"N","Pass",11539,-90
544847,"FFF","2013B",465,"M","Scotland","HE Qualification","0-10%","0-35",0,120,"Y","Fail",1906,-50
544850,"FFF","2013B",941,"M","Scotland","Lower Than A Level","60-70%","35-55",0,90,"Y","Pass",9212,-78
544880,"FFF","2013B",150,"M","West Midlands Region","Lower Than A Level","90-100%","0-35",0,120,"N","Fail",857,-36
544890,"BBB","2013B",799,"F","West Midlands Region","A Level or Equivalent","80-90%","0-35",0,60,"N","Pass",316,-68
544894,"FFF","2013B",831,"M","South Region","Lower Than A Level","30-40%","0-35",0,60,"N","Pass",3496,-42
544898,"GGG","2013J",305,"F","South East Region","Lower Than A Level","20-30%","0-35",0,30,"N","Fail",245,-120
544907,"DDD","2013B",411,"M","North Western Region","Lower Than A Level","60-70%","0-35",0,60,"N","Fail",1420,-85
544943,"DDD","2013B",194,"M","North Western Region","Lower Than A Level","40-50%","0-35",0,60,"N","Fail",193,-58
544978,"BBB","2013B",381,"F","North Western Region","A Level or Equivalent","40-50%","35-55",0,60,"N","Fail",71,-18
544982,"DDD","2013J",436,"M","London Region","Lower Than A Level","10-20","0-35",0,60,"N","Fail",401,-58
544989,"BBB","2013B",692,"M","West Midlands Region","A Level or Equivalent","40-50%","35-55",0,60,"N","Fail",829,-58
545041,"BBB","2013B",383,"M","East Anglian Region","A Level or Equivalent","40-50%","0-35",0,60,"N","Fail",212,-48
545045,"CCC","2014B",10,"M","North Western Region","Lower Than A Level","90-100%","0-35",0,60,"N","Fail",232,-150
545048,"FFF","2013B",711,"F","North Western Region","A Level or Equivalent","70-80%","0-35",0,60,"N","Fail",2993,-80
545083,"DDD","2013B",751,"F","East Anglian Region","Lower Than A Level","80-90%","0-35",0,120,"N","Pass",593,-42
545093,"DDD","2013J",608,"F","South West Region","A Level or Equivalent","90-100%","0-35",0,60,"N","Pass",2417,-202
545115,"DDD","2013B",201,"M","East Anglian Region","A Level or Equivalent","60-70%","0-35",0,60,"Y","Fail",820,-23
545118,"DDD","2013B",809,"M","North Western Region","A Level or Equivalent","0-10%","0-35",0,90,"N","Pass",919,-86
545119,"FFF","2014B",863,"M","South Region","Lower Than A Level","90-100%","35-55",2,150,"Y","Pass",5342,-80
545146,"BBB","2014B",771,"F","East Anglian Region","A Level or Equivalent","80-90%","0-35",0,60,"N","Pass",231,-53
545164,"FFF","2014J",786,"M","South East Region","Lower Than A Level","10-20","0-35",1,60,"N","Pass",3060,-154
545179,"DDD","2013J",239,"M","West Midlands Region","HE Qualification","10-20","0-35",0,90,"N","Fail",391,-32
545191,"BBB","2013B",891,"F","East Anglian Region","HE Qualification","90-100%","0-35",0,60,"N","Pass",1604,-23
545196,"BBB","2014B",847,"F","South West Region","Lower Than A Level","0-10%","35-55",0,60,"N","Pass",1577,-34
545200,"BBB","2013J",903,"F","North Western Region","A Level or Equivalent","40-50%","35-55",0,60,"N","Pass",226,-107
545211,"DDD","2013J",476,"M","North Western Region","A Level or Equivalent","70-80%","0-35",0,120,"N","Pass",985,-192
545223,"BBB","2014B",1424,"F","East Midlands Region","Lower Than A Level","0-10%","0-35",1,60,"N","Fail",4524,-121
545229,"FFF","2013B",1099,"M","North Western Region","HE Qualification","80-90%","35-55",0,60,"N","Pass",5276,-68
545245,"DDD","2013B",710,"M","South Region","Lower Than A Level","80-90%","0-35",0,120,"Y","Fail",2046,-86
545254,"BBB","2014B",812,"M","Ireland","Lower Than A Level","90-100%","0-35",0,60,"N","Pass",306,-29
545255,"CCC","2014J",1013,"M","East Anglian Region","A Level or Equivalent","0-10%","0-35",0,60,"N","Fail",1524,-23
545255,"DDD","2013J",1013,"M","East Anglian Region","A Level or Equivalent","0-10%","0-35",0,90,"N","Pass",1524,-135
545297,"BBB","2013J",150,"F","East Anglian Region","Lower Than A Level","40-50%","0-35",0,60,"Y","Fail",32,-9
545298,"BBB","2013J",671,"F","North Western Region","Lower Than A Level","0-10%","0-35",0,60,"N","Pass",168,-96
545340,"BBB","2013B",435,"F","Yorkshire Region","Lower Than A Level","0-10%","0-35",0,60,"N","Fail",124,-73
545377,"FFF","2013B",583,"M","South Region","A Level or Equivalent","80-90%","0-35",0,60,"N","Fail",1639,-72
545379,"FFF","2013B",981,"M","West Midlands Region","A Level or Equivalent","","0-35",0,60,"N","Pass",3864,-78
545387,"DDD","2013B",534,"M","Yorkshire Region","A Level or Equivalent","30-40%","0-35",0,60,"N","Fail",1154,10
545443,"BBB","2013J",834,"F","North Western Region","A Level or Equivalent","0-10%","0-35",0,60,"N","Pass",302,-29
545462,"BBB","2013J",900,"F","West Midlands Region","A Level or Equivalent","40-50%","35-55",0,60,"N","Pass",5375,-95
545604,"FFF","2013B",62,"M","Yorkshire Region","A Level or Equivalent","70-80%","0-35",0,90,"N","Fail",271,-22
545658,"BBB","2013B",975,"F","Wales","HE Qualification","30-40%","35-55",0,60,"N","Pass",580,-86
545665,"GGG","2014B",699,"F","South West Region","A Level or Equivalent","20-30%","35-55",0,60,"Y","Pass",1551,-5
545697,"BBB","2013B",580,"F","South West Region","Lower Than A Level","50-60%","0-35",0,60,"Y","Pass",1131,-49
545702,"BBB","2013B",722,"F","East Anglian Region","Lower Than A Level","20-30%","0-35",0,60,"N","Pass",219,-66
